Source	URL	Bias	Score
OpEdNews (OEN)	https://mediabiasfactcheck.com/opednews-oen/	L	7.5
Palmer Report	https://mediabiasfactcheck.com/palmer-report/	L	7.75
Paste Magazine	https://mediabiasfactcheck.com/paste-magazine/	L	5.75
People Magazine	https://mediabiasfactcheck.com/people-magazine/	L	5.5
PINAC	https://mediabiasfactcheck.com/pinac/	L	6
Pink News	https://mediabiasfactcheck.com/pink-news/	L	5.5
Political Updater	https://mediabiasfactcheck.com/political-updater/	L	6.25
PoliticusUsa	https://mediabiasfactcheck.com/politicususa/	L	7.75
Pravda Report	https://mediabiasfactcheck.com/pravda-report/	L	7.75
Press Progress	https://mediabiasfactcheck.com/press-progress/	L	5.5
Proud Democrat	https://mediabiasfactcheck.com/proud-democrat/	L	7.75
Rabble.ca	https://mediabiasfactcheck.com/rabble-ca/	L	6.25
Raw Story	https://mediabiasfactcheck.com/raw-story/	L	6.5
Red Pepper	https://mediabiasfactcheck.com/red-pepper/	L	7.5
Revcom.us	https://mediabiasfactcheck.com/revcom-us/	L	8
Reverb Press	https://mediabiasfactcheck.com/reverb-press/	L	6
Revolution News	https://mediabiasfactcheck.com/revolution-news/	L	5.75
ReWire	https://mediabiasfactcheck.com/rewire/	L	5.25
Right Wing Watch	https://mediabiasfactcheck.com/right-wing-watch/	L	7.25
Ring of Fire	https://mediabiasfactcheck.com/ring-of-fire/	L	7.75
Salon	https://mediabiasfactcheck.com/salon/	L	7
Scary Mommy	https://mediabiasfactcheck.com/scary-mommy/	L	5.25
ShareBlue	https://mediabiasfactcheck.com/shareblue/	L	8
Slate	https://mediabiasfactcheck.com/slate/	L	7
Socialist Standard	https://mediabiasfactcheck.com/socialist-standard/	L	6.25
SourceWatch	https://mediabiasfactcheck.com/sourcewatch/	L	5.75
St. Pete for Peace	https://mediabiasfactcheck.com/st-pete-for-peace/	L	5.75
Take Part	https://mediabiasfactcheck.com/takepart/	L	5.25
Talking Points Memo	https://mediabiasfactcheck.com/talking-points-memo/	L	6.25
Telesur	https://mediabiasfactcheck.com/telesur/	L	5.25
The American Prospect	https://mediabiasfactcheck.com/the-american-prospect/	L	6
The Blue Route	https://mediabiasfactcheck.com/the-blue-route/	L	7.75
The Canary (UK)	https://mediabiasfactcheck.com/the-canary-uk/	L	6.25
The Climate Reality Project	https://mediabiasfactcheck.com/the-climate-reality-project/	L	5.25
The Daily Banter	https://mediabiasfactcheck.com/the-daily-banter/	L	6.75
The Daily Buzz	https://mediabiasfactcheck.com/the-daily-buzz/	L	6.25
The Daily Vox	https://mediabiasfactcheck.com/the-daily-vox/	L	5.75
The Democratic Hub	https://mediabiasfactcheck.com/the-democratic-hub/	L	8
The Frisky	https://mediabiasfactcheck.com/the-frisky/	L	6
The Fucking News	https://mediabiasfactcheck.com/the-fucking-news/	L	6.5
The Intellectualist	https://mediabiasfactcheck.com/the-intellectualist/	L	5.75
The Militant	https://mediabiasfactcheck.com/the-militant/	L	6
The Morning Star	https://mediabiasfactcheck.com/the-morning-star/	L	6.25
The National Memo	https://mediabiasfactcheck.com/the-national-memo/	L	6.25
The New Civil Rights Movement	https://mediabiasfactcheck.com/the-new-civil-rights-movement/	L	7.5
The Progressive	https://mediabiasfactcheck.com/the-progressive/	L	6.5
The Root	https://mediabiasfactcheck.com/the-root/	L	6
The Village Voice	https://mediabiasfactcheck.com/the-village-voice/	L	5.25
The Walrus	https://mediabiasfactcheck.com/the-walrus/	L	5.25
TheGrio	https://mediabiasfactcheck.com/thegrio/	L	5.25
Think Progress	https://mediabiasfactcheck.com/think-progress/	L	6.75
This Magazine	https://mediabiasfactcheck.com/this-magazine/	L	6
Towleroad	https://mediabiasfactcheck.com/towleroad/	L	8
Tribune Magazine UK	https://mediabiasfactcheck.com/tribune-magazine-uk/	L	6.25
TruthDig	https://mediabiasfactcheck.com/truthdig/	L	5.75
TruthOut	https://mediabiasfactcheck.com/truth-out/	L	7.75
Uproxx	https://mediabiasfactcheck.com/uproxx/	L	5.25
Upworthy	https://mediabiasfactcheck.com/upworthy/	L	5
US Political Post	https://mediabiasfactcheck.com/us-political-post/	L	8
US Uncut	https://mediabiasfactcheck.com/us-uncut/	L	8.75
Vanity Fair	https://mediabiasfactcheck.com/vanity-fair/	L	5.5
Vox	https://mediabiasfactcheck.com/vox/	L	6.25
Wall Street on Parade	https://mediabiasfactcheck.com/wall-street-on-parade/	L	4
Washington Monthly	https://mediabiasfactcheck.com/washington-monthly/	L	5.25
Wonkette	https://mediabiasfactcheck.com/wonkette/	L	6.75
Young Turks	https://mediabiasfactcheck.com/the-young-turks/	L	7.5
Z Magazine	https://mediabiasfactcheck.com/z-magazine/	L	5.75
Ms. (Magazine)	https://mediabiasfactcheck.com/ms-magazine/	L	5.5
Liberation News	https://mediabiasfactcheck.com/liberation-news/	L	6.25
World Socialist Web Site	https://mediabiasfactcheck.com/world-socialist-web-site/	L	6.75
CrimethInc	https://mediabiasfactcheck.com/crimethinc/	L	6
Fifth Estate	https://mediabiasfactcheck.com/fifth-estate/	L	6
Earth First Journal	https://mediabiasfactcheck.com/earth-first-journal/	L	7
DeSmog	https://mediabiasfactcheck.com/desmog/	L	5.5
Left Foot Forward	https://mediabiasfactcheck.com/left-foot-forward/	L	6.25
Rappler	https://mediabiasfactcheck.com/rappler/	L	5.25
Breitbart Unmasked	https://mediabiasfactcheck.com/breitbart-unmasked/	L	7.75
Die Hard Democrat	https://mediabiasfactcheck.com/die-hard-democrat/	L	7
LeftScoop	https://mediabiasfactcheck.com/leftscoop/	L	7.75
Raw Progressive	https://mediabiasfactcheck.com/raw-progressive/	L	7.75
Left Over Rights	https://mediabiasfactcheck.com/left-over-rights/	L	7.25
Vote	https://mediabiasfactcheck.com/vote/	L	6
CounterCurrents.org	https://mediabiasfactcheck.com/countercurrents-org/	L	6
Newsweek	https://mediabiasfactcheck.com/newsweek/	L	6.75
PutinTrump.org	https://mediabiasfactcheck.com/putintrump-org/	L	5.25
New York Observer	https://mediabiasfactcheck.com/new-york-observer/	L	5.5
Independent Reporter	https://mediabiasfactcheck.com/independent-reporter-ir-net/	L	7.5
Liberal Examiner	https://mediabiasfactcheck.com/liberal-examiner/	L	7.75
Anti-Fascist News	https://mediabiasfactcheck.com/anti-fascist-news/	L	5.5
Intrepid Report	https://mediabiasfactcheck.com/intrepid-report/	L	6.75
Yes Magazine	https://mediabiasfactcheck.com/yes-magazine/	L	6.5
Deep Left Field	https://mediabiasfactcheck.com/deep-left-field/	L	7.75
Impeach Trump Now	https://mediabiasfactcheck.com/impeach-donald-trump/	L	7.75
Peacock Panache	https://mediabiasfactcheck.com/peacock-panache/	L	7
Who.What.Why	https://mediabiasfactcheck.com/who-what-why/	L	5.75
Washington Journal (Not C-Span)	http://mediabiasfactcheck.com/washington-monthly/	L	7.25
Guardians of Democracy	https://mediabiasfactcheck.com/guardians-of-democracy/	L	6.75
Sparks/CnnTimes	https://mediabiasfactcheck.com/sparkscnntimes/	L	7.75
Vermont Independent	https://mediabiasfactcheck.com/vermont-independent/	L	6.5
Being Liberal	https://mediabiasfactcheck.com/being-liberal/	L	7.25
FSTv (Freespeech.org)	https://mediabiasfactcheck.com/fstv-freespeech-org/	L	5.5
Left Wing Nation	https://mediabiasfactcheck.com/left-wing-nation/	L	7.5
Love Knowledge	https://mediabiasfactcheck.com/love-knowledge/	L	7
The Mary Sue	https://mediabiasfactcheck.com/the-mary-sue/	L	6
The American Independent Institute	https://mediabiasfactcheck.com/american-independent-institute/	L	6.5
Workers World	https://mediabiasfactcheck.com/workers-world/	L	7.5
The Florida Squeeze	https://mediabiasfactcheck.com/the-florida-squeeze/	L	6.5
The Stern Facts	https://mediabiasfactcheck.com/the-stern-facts/	L	7.25
Americans United for Seperation of Church and State	https://mediabiasfactcheck.com/american-united-separation-church-state/	L	5.5
Popular Resistance	https://mediabiasfactcheck.com/popular-resistance/	L	6
Smirking Chimp	https://mediabiasfactcheck.com/smirking-chimp/	L	6
Egberto Willies	https://mediabiasfactcheck.com/egbertowillies/	L	7.75
Political Dig	https://mediabiasfactcheck.com/political-dig/	L	7.75
Code Pink	https://mediabiasfactcheck.com/code-pink/	L	7.75
AutoStraddle	https://mediabiasfactcheck.com/autostraddle/	L	6.5
Baltimore City Paper	https://mediabiasfactcheck.com/baltimore-city-paper/	L	6.25
Project Censored	https://mediabiasfactcheck.com/project-censored/	L	5.5
The Burning Spear	https://mediabiasfactcheck.com/the-burning-spear/	L	6.75
Content News	https://mediabiasfactcheck.com/content-news/	L	7.25
Happy Foxie	https://mediabiasfactcheck.com/happy-foxie/	L	7.5
What Matters News	https://mediabiasfactcheck.com/what-matters-news/	L	7.25
The Outline	https://mediabiasfactcheck.com/the-outline/	L	5.75
Daily Record (Scotland)	https://mediabiasfactcheck.com/daily-record-scotland/	L	6.25
Freedom From Religion Foundation	https://mediabiasfactcheck.com/freedom-religion-foundation-ffrf/	L	5.75
Feministing	https://mediabiasfactcheck.com/feministing/	L	6.75
First Post	https://mediabiasfactcheck.com/first-post/	L	6.25
Globe Today	https://mediabiasfactcheck.com/globe-today/	L	6
Daily Dems	https://mediabiasfactcheck.com/daily-dems/	L	7.75
TheosWatch.com	https://mediabiasfactcheck.com/theoswatch-com/	L	7.75
Reading the Pictures	https://mediabiasfactcheck.com/reading-the-pictures/	L	5.75
The Daily 49er	https://mediabiasfactcheck.com/daily-49er/	L	5.5
Molad The Center for the Renewal of Israeli Democracy	https://mediabiasfactcheck.com/molad-center-renewal-israeli-democracy/	L	5.75
It's Going Down	https://mediabiasfactcheck.com/its-going-down/	L	7.5
The Establishment	https://mediabiasfactcheck.com/the-establishment/	L	6.75
Revere Press	https://mediabiasfactcheck.com/revere-press/	L	7.5
Splinter	https://mediabiasfactcheck.com/splinter/	L	7.25
Certified Politics	https://mediabiasfactcheck.com/certified-politics/	L	7.75
Progressive Army	https://mediabiasfactcheck.com/progressive-army/	L	6.5
Verified Politics	https://mediabiasfactcheck.com/verified-politics/	L	7
Red Youth	https://mediabiasfactcheck.com/red-youth/	L	7
Deadspin	https://mediabiasfactcheck.com/deadspin/	L	6
Shadow Proof	https://mediabiasfactcheck.com/shadow-proof/	L	7
Akkadian Times	https://mediabiasfactcheck.com/akkadian-times/	L	6.25
Institute for Policy Studies	https://mediabiasfactcheck.com/institute-policy-studies/	L	7.5
Left Voice	https://mediabiasfactcheck.com/left-voice/	L	6
Grasping Reality With Both Hands: Bradford Delong	https://mediabiasfactcheck.com/grasping-reality-hands-bradford-delong/	L	6
The Reality-Based Community	https://mediabiasfactcheck.com/reality-based-community/	L	6
Free Rein News	https://mediabiasfactcheck.com/free-rein-report/	L	7.75
Citizen Critics	https://mediabiasfactcheck.com/citizen-critics/	L	5.75
Verrit	https://mediabiasfactcheck.com/verrit/	L	6.25
The World Can't Wait	https://mediabiasfactcheck.com/world-cant-wait/	L	6.75
Wear Your Voice	https://mediabiasfactcheck.com/wear-your-voice/	L	6.25
Curve Magazine	https://mediabiasfactcheck.com/curve-magazine/	L	5.25
Global Voices	https://mediabiasfactcheck.com/global-voices/	L	5.25
The London Economic	https://mediabiasfactcheck.com/the-london-economic/	L	7.5
Crooked Media	https://mediabiasfactcheck.com/crooked-media/	L	6.75
Green Left Weekly	https://mediabiasfactcheck.com/green-left-weekly/	L	7
People for the American Way (PFAW)	https://mediabiasfactcheck.com/people-american-way-pfaw/	L	5.5
Our Voice NY	https://mediabiasfactcheck.com/our-voice-ny/	L	7.25
Foreign Policy News	https://mediabiasfactcheck.com/foreign-policy-news/	L	6.75
The Source Newspaper (La Source)	https://mediabiasfactcheck.com/source-newspaper-la-source/	L	6.75
Libcom.org	https://mediabiasfactcheck.com/libcom-org/	L	12.75
Washington Press	https://mediabiasfactcheck.com/washington-press/	L	14
Queerty	https://mediabiasfactcheck.com/queerty/	L	5.75
Reader Supported News (RSN)	https://mediabiasfactcheck.com/reader-supported-news-rsn/	L	6.75
Informed Comment (Juan Cole)	https://mediabiasfactcheck.com/informed-comment/	L	5.25
DeepStateNation.com	https://mediabiasfactcheck.com/deepstatenation-com/	L	7.5
Act.TV	https://mediabiasfactcheck.com/act-tv/	L	7
ExtraNewsFeed	https://mediabiasfactcheck.com/extranewsfeed/	L	7.25
Viral Title	https://mediabiasfactcheck.com/viral-title/	L	7.75
In Defence of Marxism	https://mediabiasfactcheck.com/in-defence-of-marxism/	L	7.25
Democracy Guardian	https://mediabiasfactcheck.com/democracy-guardian/	L	7.5
SocialistWorker.org	https://mediabiasfactcheck.com/socialistworker-org/	L	7
Truth Against the Machine	https://mediabiasfactcheck.com/truth-against-the-machine/	L	7.25
Rantt Media	https://mediabiasfactcheck.com/rantt-media/	L	5.5
Iowa Starting Line	https://mediabiasfactcheck.com/iowa-starting-line/	L	6.75
International Viewpoint	https://mediabiasfactcheck.com/international-viewpoint/	L	7.75
Now Magazine	https://mediabiasfactcheck.com/now-magazine/	L	5.25
Meduza	https://mediabiasfactcheck.com/meduza/	L	5.25
Nova Magazine	https://mediabiasfactcheck.com/nova-magazine/	L	7.75
Feminist Current	https://mediabiasfactcheck.com/feminist-current/	L	5.5
Latest.com	https://mediabiasfactcheck.com/latest-com/	L	7.75
The Palestine Chronicle	https://mediabiasfactcheck.com/the-palestine-chonicle/	L	6.75
Foreign Policy Journal	https://mediabiasfactcheck.com/foreign-policy-journal/	L	7.5
Republicans Suck	https://mediabiasfactcheck.com/republicans-suck/	L	8
Democracy Chronicles	https://mediabiasfactcheck.com/democracy-chronicles/	L	6.5
Red State Disaster	https://mediabiasfactcheck.com/red-state-disaster/	L	6.5
Progressive Liberal	https://mediabiasfactcheck.com/progressive-liberal/	L	7
Syriana Analysis	https://mediabiasfactcheck.com/syriana-analysis/	L	5.5
Free Press	https://mediabiasfactcheck.com/free-press-2/	L	7.25
Washington Sources	https://mediabiasfactcheck.com/washington-sources/	L	7.5
Freedom News and Journal	https://mediabiasfactcheck.com/freedom-news-and-journal/	L	7
The Lily	https://mediabiasfactcheck.com/the-lily/	L	5
Moon of Alabama	https://mediabiasfactcheck.com/moon-of-alabama/	L	7
North99	https://mediabiasfactcheck.com/north99/	L	6.5
Electoral-Vote.com	https://mediabiasfactcheck.com/electoral-vote-com/	L	5.5
The Progressive Frontier	https://mediabiasfactcheck.com/the-progressive-frontier/	L	7.75
Human Rights Campaign	https://mediabiasfactcheck.com/human-rights-campaign/	L	6.75
Resilience (Post Carbon Institute)	https://mediabiasfactcheck.com/resilience-post-carbon-institute/	L	7.25
The Austin Chronicle	https://mediabiasfactcheck.com/the-austin-chronicle/	L	6.25
The Improper Magazine	https://mediabiasfactcheck.com/theimproper-magazine/	L	7
Angey White Men	https://mediabiasfactcheck.com/angry-white-men/	L	6.25
Columbus Free Press	https://mediabiasfactcheck.com/columbus-free-press/	L	7.75
One Green Planet	https://mediabiasfactcheck.com/one-green-planet/	L	7.5
Your Black World	https://mediabiasfactcheck.com/your-black-world/	L	6.5
Alliance for Justice (AFJ)	https://mediabiasfactcheck.com/alliance-for-justice-afj/	L	6.5
Blue State Daily	https://mediabiasfactcheck.com/blue-state-daily/	L	7.75
Care2	https://mediabiasfactcheck.com/care2/	L	7.25
DC Tribune	https://mediabiasfactcheck.com/dc-tribune/	L	7.75
The Texas Observer	https://mediabiasfactcheck.com/the-texas-observer/	L	6
Hill Reporter	https://mediabiasfactcheck.com/hill-reporter/	L	6.75
Washington Daily Wire	https://mediabiasfactcheck.com/washington-daily-wire/	L	7.75
Politizoom	https://mediabiasfactcheck.com/politizoom/	L	7.25
Occupy.com	https://mediabiasfactcheck.com/occupy-com/	L	6.25
Boston Review	https://mediabiasfactcheck.com/boston-review/	L	5.5
New York Amsterdam News	https://mediabiasfactcheck.com/new-york-amsterdam-news/	L	5.25
Capital & Main	https://mediabiasfactcheck.com/capital-main/	L	5.25
White House Watch	https://mediabiasfactcheck.com/white-house-watch/	L	7.75
The Indypendent	https://mediabiasfactcheck.com/the-indypendent/	L	6.25
Food and Water Watch	https://mediabiasfactcheck.com/food-and-water-watch/	L	7
The Dworkin Report	https://mediabiasfactcheck.com/the-dworkin-report/	L	7.75
Seventeen	https://mediabiasfactcheck.com/seventeen/	L	6.5
ABC News Australia	https://mediabiasfactcheck.com/abc-news-australia/	LB	2.5
Africa News	https://mediabiasfactcheck.com/africa-news/	LB	0.75
Agence France-Presse (AFP)	https://mediabiasfactcheck.com/afp-agence-france-presse/	LB	1.25
Agerpres	https://mediabiasfactcheck.com/agerpres/	LB	0.5
Ahram Online	https://mediabiasfactcheck.com/ahram-online/	LB	0.75
Al Arabiya	https://mediabiasfactcheck.com/al-arabiya/	LB	0.75
Al Bawaba	https://mediabiasfactcheck.com/al-bawaba/	LB	1
Al Majalla	https://mediabiasfactcheck.com/al-majalla/	LB	1
Asharq Al-Awsat	https://mediabiasfactcheck.com/asharq-al-awsat/	LB	1
Associated Press	https://mediabiasfactcheck.com/associated-press/	LB	1.5
Atlantic Council	https://mediabiasfactcheck.com/atlantic-council/	LB	1
Australian Financial Review	https://mediabiasfactcheck.com/the-australian-financial-review/	LB	0.75
Ballotpedia	https://mediabiasfactcheck.com/ballotpedia/	LB	0.5
Bangkok Post	https://mediabiasfactcheck.com/the-bangkok-post/	LB	1
Bbarta24	https://mediabiasfactcheck.com/bbarta24/	LB	0.25
Bellingcat	https://mediabiasfactcheck.com/bellingcat/	LB	0.75
Better Government Association	https://mediabiasfactcheck.com/better-government-association/	LB	1.75
Big Think	https://mediabiasfactcheck.com/big-think/	LB	0.25
Bridge Magazine	https://mediabiasfactcheck.com/bridge-magazine/	LB	0.75
Brief.News	https://mediabiasfactcheck.com/brief-news/	LB	0.5
Bulletin of Atomic Scientists	https://mediabiasfactcheck.com/bulletin-of-the-atomic-scientists/	LB	0.25
C-Span	https://mediabiasfactcheck.com/c-span/	LB	0
Carnegie Endowment for International Peace	https://mediabiasfactcheck.com/carnegie-endowment-for-international-peace/	LB	1.25
Castanet	https://mediabiasfactcheck.com/castanet/	LB	1.25
Center for a New American Security	https://mediabiasfactcheck.com/center-for-a-new-american-security/	LB	1
Center for Advanced efense studies	https://mediabiasfactcheck.com/center-for-advanced-defense-studies/	LB	0.5
Center for Global Development	https://mediabiasfactcheck.com/center-for-global-development/	LB	1
Center for Inquiry	https://mediabiasfactcheck.com/center-for-inquiry/	LB	0.5
Center for Public Integrity	https://mediabiasfactcheck.com/center-for-public-integrity/	LB	0.5
